ProductID,Category,Brand,Available_sizes,Height_28,Weight_28,Waist_28,Hip_28,Body_Shape_28,Height_32,Weight_32,Waist_32,Hip_32,Body_Shape_32,Height_36,Weight_36,Waist_36,Hip_36,Body_Shape_36,Height_40,Weight_40,Waist_40,Hip_40,Body_Shape_40
1525,Jeans,H&M,"[28, 32, 36]",165.0,60.2,72.4,85.9,2,167.5,68.0,75.5,94.5,0,170.5,84.0,84.8,96.5,2,179.1,88.4,89.3,103.8,0
1526,Trousers,Pepe Jeans,"[28, 36]",163.8,61.6,70.2,89.0,2,168.9,71.3,76.6,91.1,3,174.7,77.2,83.9,99.9,4,179.9,86.4,87.8,100.5,3
1527,Shorts,Zara,"[36, 32]",164.0,60.6,71.2,89.5,0,165.8,72.6,78.0,94.5,2,173.5,76.2,85.0,99.2,4,175.5,88.9,86.1,103.1,2
1528,Skirts,Banana Republic,"[40, 32, 36, 28]",161.0,56.1,71.3,88.2,1,167.0,66.0,76.0,93.5,0,171.9,80.7,83.8,95.7,1,177.4,90.8,87.1,102.1,3
1529,Jeans,Under Armour,"[40, 32]",161.0,58.3,72.2,86.4,3,166.8,69.8,75.3,92.1,4,171.9,80.2,83.8,99.0,0,179.9,94.1,87.4,101.6,3
1530,Skirts,Banana Republic,"[28, 40, 36, 32]",164.9,61.9,71.2,85.9,3,166.7,69.2,75.5,91.0,0,170.5,83.9,83.5,95.6,3,179.4,93.4,89.9,104.1,0
1531,Jeans,H&M,"[36, 40, 28, 32]",163.5,60.5,70.9,86.2,0,168.3,66.1,77.1,91.0,4,172.3,79.5,82.1,96.2,0,180.0,90.0,86.3,101.8,1
1532,Jeans,Mango,"[28, 40, 36]",163.4,61.7,73.8,85.1,2,167.5,68.4,78.9,93.0,3,173.4,79.1,81.6,99.8,0,177.9,85.2,87.2,100.9,3
1533,Leggings,H&M,"[32, 28]",161.4,58.6,74.5,85.1,1,169.0,70.4,79.1,92.1,3,174.8,82.1,82.6,99.3,4,178.4,88.0,87.8,103.5,4
1534,Shorts,Adidas,"[32, 28, 36]",164.4,56.9,70.3,86.5,4,165.3,71.5,76.5,93.0,3,173.2,75.8,80.9,98.0,1,176.3,86.1,87.0,100.7,0
1535,Trousers,H&M,"[28, 36, 40, 32]",160.2,63.3,71.0,89.6,0,167.3,67.9,78.3,91.7,1,173.3,75.6,83.6,98.5,4,177.3,91.5,85.6,101.5,4
1536,Leggings,Nike,"[40, 28, 32]",161.4,58.8,73.9,88.1,3,165.1,69.8,77.0,91.2,4,173.9,80.0,85.0,95.4,0,175.1,92.0,89.5,102.2,0
1537,Leggings,Uniqlo,"[28, 36, 40]",160.9,61.6,74.1,86.9,3,166.1,72.3,79.9,94.2,0,172.5,75.9,83.0,96.7,4,178.6,91.5,89.0,100.7,0
1538,Skirts,Nike,"[40, 36]",163.6,58.8,72.5,85.1,3,168.9,69.2,77.0,94.6,0,170.2,84.4,84.3,96.6,0,179.6,87.7,86.3,101.4,1
1539,Jeans,Mango,"[32, 40, 28, 36]",163.6,64.3,73.5,89.9,2,165.5,74.4,77.0,93.5,0,174.4,81.5,80.9,95.2,3,175.6,94.2,87.2,103.2,4
1540,Jeans,Adidas,"[32, 28, 36, 40]",162.7,64.9,70.4,87.3,4,165.5,65.3,77.5,90.8,1,172.0,82.5,84.1,98.5,4,177.3,90.9,88.7,102.8,3
1541,Skirts,Nike,"[32, 40]",160.0,61.5,74.2,90.0,4,167.0,67.6,75.1,90.5,1,174.9,77.3,84.5,96.5,4,178.1,91.0,89.9,104.2,0
1542,Shorts,Pepe Jeans,"[36, 28]",164.4,61.0,74.2,88.6,4,168.9,66.3,77.1,92.7,4,172.0,79.9,84.2,98.2,3,178.2,93.2,85.8,100.7,4
1543,Jeans,Lee,"[40, 32, 28]",164.8,63.4,73.5,85.3,2,168.2,70.4,79.1,92.8,1,173.3,76.3,83.1,95.1,4,176.5,85.7,88.2,104.3,4
1544,Leggings,Banana Republic,"[40, 36, 28, 32]",161.0,60.2,74.6,89.3,3,168.9,66.8,78.1,93.2,3,172.3,77.0,84.6,95.0,0,175.1,87.1,89.1,100.4,1
1545,Leggings,Adidas,"[32, 36, 28, 40]",164.2,63.7,70.2,87.7,3,165.2,72.4,79.8,94.5,0,171.2,80.7,84.8,95.9,2,179.4,90.9,85.1,103.7,4
1546,Jeans,Adidas,"[32, 40]",164.9,59.1,71.2,87.3,2,167.8,74.2,76.6,93.2,3,174.7,77.8,84.1,98.5,4,175.5,91.1,89.1,101.0,3
1547,Jeans,H&M,"[32, 40]",161.6,55.3,71.8,88.8,1,167.3,67.1,75.8,94.6,1,173.1,84.2,82.7,98.0,3,175.9,89.7,88.9,104.5,4
1548,Shorts,Lee,"[32, 28, 40, 36]",160.9,64.3,70.8,88.9,2,169.5,74.1,78.8,90.6,0,172.3,85.0,84.2,96.0,3,179.8,92.8,89.6,100.2,1
1549,Jeans,ASOS,"[36, 32, 28, 40]",164.9,62.2,74.1,89.0,2,168.7,71.3,75.2,93.5,2,170.7,75.0,81.9,97.6,2,177.5,88.5,85.4,102.9,0
1550,Shorts,Adidas,"[28, 36, 32]",160.3,60.1,73.8,88.8,3,167.1,67.0,75.8,94.6,3,175.0,82.6,81.7,98.1,0,179.4,85.1,85.6,100.1,4
1551,Leggings,Zara,"[32, 40, 36, 28]",161.4,64.4,73.9,88.2,4,167.8,72.4,77.5,92.3,2,174.5,76.2,81.7,99.7,1,179.5,88.4,87.6,103.7,4
1552,Shorts,Nike,"[28, 36, 40]",163.7,63.9,71.5,88.4,3,167.1,65.9,78.8,94.8,4,172.1,80.7,81.0,98.8,0,179.9,94.7,89.4,100.2,2
1553,Jeans,Adidas,"[32, 40, 28, 36]",163.1,56.1,73.8,89.3,1,167.2,71.9,78.0,92.8,3,170.9,77.3,83.1,95.7,4,175.2,92.8,89.4,103.6,3
1554,Trousers,Levi's,"[32, 28, 36]",163.4,61.2,70.6,88.5,0,168.2,73.6,80.0,94.7,0,170.1,84.6,83.3,96.4,3,175.3,88.2,88.5,104.0,3
1555,Jeans,Lee,"[32, 40]",163.5,60.4,70.5,85.5,0,166.1,74.5,78.3,93.7,0,170.8,83.8,84.3,97.0,3,176.0,87.2,87.2,104.5,3
1556,Trousers,Pepe Jeans,"[28, 32]",163.4,62.8,72.9,88.2,2,166.7,65.5,78.6,92.3,2,172.7,81.0,83.5,95.5,0,178.3,93.1,86.2,101.8,4
1557,Leggings,Mango,"[32, 28, 40, 36]",161.7,58.0,70.2,85.8,0,166.4,65.6,80.0,90.2,0,174.1,76.8,83.9,97.8,0,176.3,87.0,87.4,102.7,3
1558,Skirts,ASOS,"[36, 32, 28]",161.6,55.1,74.7,85.1,4,169.0,74.3,78.0,93.3,3,171.8,82.8,83.4,99.5,4,177.5,90.8,86.1,103.7,3
1559,Leggings,Mango,"[28, 40, 32]",162.1,56.9,71.6,86.1,3,169.7,72.9,78.6,91.3,1,172.2,80.2,83.5,96.5,0,178.9,90.1,88.9,104.1,2
1560,Leggings,Adidas,"[28, 32, 36, 40]",164.0,57.1,72.4,85.8,1,167.1,72.7,76.5,91.4,1,172.4,81.1,81.7,99.9,2,175.9,89.2,87.1,103.9,1
1561,Leggings,Nike,"[36, 40, 32]",164.7,57.9,74.1,85.5,1,165.4,72.4,77.7,90.1,0,170.1,82.2,84.8,96.2,2,176.4,89.3,87.7,104.2,1
1562,Shorts,Lululemon,"[36, 40]",162.3,58.7,72.0,86.1,1,165.5,72.2,79.6,92.8,4,170.9,79.2,83.2,97.4,1,178.6,92.0,88.4,104.5,0
1563,Leggings,Nike,"[32, 36, 28]",160.4,62.1,72.2,87.8,3,167.0,71.1,79.3,91.4,3,172.5,75.1,82.9,96.7,3,175.0,86.0,87.6,103.3,2
1564,Skirts,Uniqlo,"[28, 32, 40]",164.7,55.7,71.7,85.8,4,167.0,73.1,76.5,94.9,4,171.4,78.6,84.2,96.5,4,178.8,89.0,88.8,100.9,4
1565,Jeans,Levi's,"[32, 28, 40]",160.4,59.9,71.8,86.4,1,165.7,65.3,76.8,93.7,2,172.6,79.1,82.1,96.9,4,178.4,94.7,88.9,104.2,0
1566,Trousers,H&M,"[40, 32]",160.8,60.0,72.3,89.2,0,169.0,72.4,79.2,91.8,0,170.5,78.7,80.5,95.2,0,175.6,92.8,86.2,102.3,3
1567,Leggings,H&M,"[36, 28]",164.3,61.2,74.7,89.4,4,167.5,70.8,76.4,91.5,2,174.0,83.3,81.2,97.7,3,176.2,85.2,86.5,100.3,0
1568,Trousers,Under Armour,"[40, 28]",162.8,58.1,74.7,86.7,4,165.5,74.1,79.4,93.6,4,173.9,78.3,84.0,98.7,1,175.1,89.5,85.3,103.1,1
1569,Leggings,Adidas,"[36, 40, 28]",161.8,57.6,72.7,89.5,4,165.5,74.4,78.9,91.3,3,173.3,79.2,83.7,99.3,1,177.9,86.2,85.4,103.6,0
1570,Shorts,H&M,"[32, 40]",164.7,59.8,72.3,87.9,1,167.2,67.4,75.8,92.2,4,172.7,75.6,80.6,96.6,1,177.0,89.8,89.1,102.3,0
1571,Trousers,Nike,"[32, 36]",164.8,61.6,74.0,86.1,4,165.6,72.9,78.6,90.8,1,171.9,82.2,80.3,97.8,3,177.1,86.0,86.1,102.5,2
1572,Leggings,ASOS,"[40, 28, 32]",161.7,55.4,73.4,88.8,1,167.8,74.6,79.2,91.3,4,173.4,77.2,83.1,99.5,1,175.5,88.9,89.2,102.7,3
1573,Leggings,Uniqlo,"[36, 28, 40, 32]",164.3,57.9,74.4,89.6,0,166.9,67.7,75.7,90.5,4,173.9,77.4,84.7,99.0,2,176.8,90.4,89.9,101.3,4
1574,Skirts,H&M,"[28, 36]",163.4,62.9,73.7,88.3,0,169.6,73.5,77.3,92.1,4,174.0,80.9,80.9,97.3,0,179.6,88.7,86.2,101.9,4
1575,Skirts,H&M,"[28, 40, 36, 32]",161.4,59.8,74.8,86.0,0,167.1,70.9,79.3,94.6,4,171.7,84.8,82.7,95.8,1,175.3,90.8,87.3,104.0,2
1576,Skirts,ASOS,"[28, 40, 36, 32]",164.7,64.5,74.4,85.4,0,168.1,68.9,76.0,90.5,3,171.0,79.1,84.1,97.8,2,179.9,94.9,87.7,100.1,2
1577,Shorts,H&M,"[36, 32, 28]",160.3,63.7,74.3,86.1,4,169.1,73.2,77.2,92.2,0,171.7,78.3,82.6,99.9,2,179.2,87.5,89.7,102.8,4
1578,Trousers,Nike,"[40, 36, 28]",161.6,58.4,72.0,86.7,4,166.5,73.7,78.1,91.5,3,170.0,75.4,81.8,98.8,4,176.0,90.6,85.9,100.2,0
1579,Shorts,Lululemon,"[40, 32, 28, 36]",162.0,62.3,71.9,86.7,1,167.6,67.8,75.5,91.8,2,172.1,82.9,84.0,99.2,0,178.5,89.7,89.2,101.0,3
1580,Jeans,H&M,"[40, 36]",163.5,57.7,73.7,87.5,0,165.6,72.9,76.1,93.9,1,171.4,77.6,83.9,95.9,4,175.5,93.1,89.8,101.9,4
1581,Leggings,H&M,"[32, 40, 36]",160.2,56.8,70.4,87.5,2,167.2,65.5,77.3,92.2,0,174.0,82.7,84.2,99.5,3,175.8,88.1,87.8,100.9,0
1582,Leggings,Pepe Jeans,"[28, 36, 32]",164.4,63.8,71.6,87.4,0,166.9,69.2,76.9,93.3,1,173.4,77.8,84.7,95.1,2,177.4,91.4,85.8,104.2,0
1583,Leggings,Mango,"[32, 36]",163.3,58.5,74.7,86.7,3,167.1,65.7,76.6,94.9,1,170.1,75.3,80.8,99.3,4,177.0,91.9,86.7,104.4,1
1584,Skirts,H&M,"[32, 40, 36, 28]",161.4,57.0,72.3,85.5,2,165.5,67.9,75.1,93.1,0,170.7,80.0,81.7,96.2,0,179.1,94.8,89.8,100.8,2
1585,Leggings,Dockers,"[32, 36, 40]",163.3,64.6,71.3,87.1,3,167.0,74.5,79.6,91.7,0,172.7,84.1,84.9,98.1,2,179.7,86.5,85.8,104.5,4
1586,Skirts,Uniqlo,"[40, 32, 36]",162.7,55.3,72.4,89.9,2,169.4,72.3,79.4,92.0,2,173.1,77.1,83.0,96.5,1,179.7,95.0,87.4,101.1,4
1587,Jeans,Uniqlo,"[36, 40, 28]",161.7,58.7,71.4,88.3,1,169.7,72.6,77.0,93.5,3,173.8,76.5,83.4,95.7,0,175.7,92.2,85.9,100.1,3
1588,Shorts,H&M,"[32, 36, 28, 40]",160.1,55.4,73.8,87.2,4,166.2,66.3,75.9,93.5,0,174.8,76.8,84.4,96.2,1,178.4,89.6,89.5,103.7,4
1589,Shorts,Dockers,"[28, 32]",162.8,60.0,74.3,85.4,1,166.5,70.8,75.3,91.8,2,173.5,81.9,83.5,97.4,3,177.9,87.6,88.0,102.6,0
1590,Shorts,Adidas,"[36, 40, 28, 32]",160.4,59.0,73.9,86.1,2,165.0,68.9,75.6,93.6,4,172.7,78.7,83.4,99.6,1,176.9,91.3,89.6,102.5,0
1591,Skirts,Adidas,"[36, 40]",164.1,62.2,70.7,87.9,0,165.6,72.3,78.0,92.8,0,172.1,77.6,80.5,96.9,1,180.0,86.4,89.7,100.0,3
1592,Trousers,H&M,"[28, 40, 36]",160.4,64.5,71.7,87.5,1,166.7,66.6,78.7,94.9,3,173.7,78.4,82.5,95.3,3,177.3,94.5,87.4,104.9,0
1593,Trousers,Adidas,"[36, 28]",162.1,60.2,71.1,85.1,2,168.4,67.8,75.8,94.5,4,174.7,78.1,83.4,95.1,3,178.3,86.8,89.7,104.2,0
1594,Jeans,H&M,"[40, 32, 36, 28]",162.2,57.9,70.2,85.4,0,166.5,74.0,75.6,94.1,4,172.1,80.4,84.0,96.0,1,177.5,92.7,85.0,104.8,4
1595,Trousers,Mango,"[32, 40, 28, 36]",162.8,63.7,73.7,86.8,4,165.4,66.7,78.5,90.2,4,172.9,76.3,82.1,95.3,2,175.5,88.5,86.0,101.2,2
1596,Jeans,Mango,"[32, 40, 28, 36]",160.2,61.0,72.1,85.7,2,168.7,71.3,77.6,91.9,4,171.0,80.1,80.6,96.9,2,175.7,87.2,88.7,103.0,4
1597,Leggings,Nike,"[40, 36]",161.0,60.5,71.4,89.8,3,167.3,68.2,76.9,92.9,1,174.3,78.1,81.8,96.9,4,178.8,93.1,87.6,103.7,1
1598,Shorts,Zara,"[32, 28]",161.0,56.9,71.5,85.2,3,167.6,65.8,78.6,92.6,3,173.6,84.3,82.1,99.9,4,179.0,93.9,90.0,104.0,3
1599,Skirts,ASOS,"[32, 36]",163.0,55.4,70.7,89.9,3,166.6,67.2,77.3,93.8,2,171.8,79.2,83.8,96.5,3,176.8,85.1,88.9,103.9,0
1600,Jeans,Pepe Jeans,"[36, 40]",161.3,59.6,74.1,88.3,0,168.1,73.7,77.3,94.5,0,174.4,76.0,80.1,98.0,0,175.3,94.7,88.3,102.9,4
1601,Skirts,H&M,"[32, 28, 40, 36]",160.7,60.3,70.7,87.0,0,169.5,74.1,75.1,93.9,2,174.9,84.3,81.9,99.1,1,179.8,89.2,89.6,100.2,4
1602,Skirts,Uniqlo,"[40, 28, 36]",160.1,56.3,71.7,87.7,1,167.8,69.2,76.6,91.1,1,171.4,84.4,82.2,97.6,3,177.5,86.0,86.7,105.0,0
1603,Shorts,Lululemon,"[40, 28, 32, 36]",164.2,55.6,70.0,87.1,0,167.9,71.2,75.0,92.4,4,170.9,76.8,82.8,98.5,3,175.7,89.5,85.8,100.6,3
1604,Leggings,Uniqlo,"[36, 28, 32]",164.9,57.2,72.2,87.9,2,166.9,70.2,79.6,92.0,0,174.2,83.2,84.8,99.9,3,176.0,86.2,87.7,100.9,4
1605,Leggings,Uniqlo,"[28, 36]",163.5,55.6,71.8,85.8,3,165.4,67.8,76.5,93.8,3,172.9,83.6,83.7,96.6,2,175.2,87.6,86.2,104.1,2
1606,Trousers,H&M,"[40, 28, 32, 36]",162.1,55.6,73.6,85.6,4,167.1,68.4,75.9,94.5,0,174.4,78.6,81.1,95.4,0,178.5,90.6,86.2,100.5,0
1607,Leggings,Adidas,"[32, 36, 40, 28]",160.6,59.4,73.6,87.6,3,169.6,70.3,75.5,91.4,0,171.7,76.6,83.2,97.2,2,178.5,88.6,86.5,101.1,3
1608,Shorts,Zara,"[36, 32, 28]",162.4,63.1,70.2,85.4,2,168.4,72.0,75.2,92.4,2,172.9,83.0,81.7,97.7,4,178.0,87.3,88.4,100.1,1
1609,Skirts,Zara,"[40, 28]",162.3,61.6,70.6,86.5,4,167.5,68.5,79.4,93.7,4,172.9,75.3,84.1,97.9,3,177.7,87.0,85.1,100.8,0
1610,Jeans,Uniqlo,"[36, 32]",162.1,61.8,74.5,89.6,1,168.1,72.0,75.8,90.2,3,170.9,81.2,80.9,98.7,2,176.9,91.4,89.2,103.3,1
1611,Jeans,Lululemon,"[40, 36]",161.9,57.6,74.0,89.4,0,167.8,74.6,78.1,94.8,0,175.0,78.4,80.7,99.5,3,179.8,94.1,88.1,101.8,0
1612,Leggings,Pepe Jeans,"[36, 40, 28, 32]",162.5,55.1,71.9,89.2,2,169.6,65.2,78.3,94.0,1,173.3,81.0,80.5,97.5,0,179.0,85.6,86.5,100.7,4
1613,Trousers,Zara,"[32, 28]",160.4,59.5,70.8,87.5,0,166.1,66.6,76.6,92.7,1,173.3,82.9,82.7,95.7,1,179.5,87.4,85.6,101.3,3
1614,Jeans,Nike,"[36, 32, 28]",160.2,58.8,71.3,85.1,1,169.4,74.2,79.2,93.9,4,171.5,83.3,80.6,97.0,2,176.6,91.7,89.0,103.8,2
1615,Trousers,Uniqlo,"[32, 36, 40, 28]",160.3,64.5,73.3,85.6,4,168.4,65.7,76.1,94.2,0,173.3,85.0,80.2,95.8,0,179.9,94.9,87.2,102.8,1
1616,Jeans,Banana Republic,"[28, 32, 40, 36]",161.0,55.7,74.7,89.6,2,165.6,72.7,75.4,92.5,4,174.2,81.4,81.7,95.9,1,175.8,91.8,87.2,102.4,1
1617,Trousers,Under Armour,"[28, 36, 40, 32]",161.4,62.8,73.1,89.2,4,166.9,71.2,75.3,92.2,0,174.1,77.2,84.0,95.0,3,175.3,85.5,87.4,100.2,0
1618,Trousers,Nike,"[36, 28, 40, 32]",160.8,58.9,70.1,86.9,2,167.2,65.5,76.5,94.2,3,174.6,77.8,80.8,99.6,0,176.6,86.8,87.1,102.6,1
1619,Skirts,Dockers,"[36, 28, 32]",161.3,63.3,73.3,88.6,1,165.4,65.0,77.3,94.3,1,170.7,79.4,81.8,98.7,4,176.0,88.5,87.6,102.4,0
1620,Shorts,Uniqlo,"[28, 36]",160.9,59.9,74.7,89.3,1,167.8,70.0,78.1,90.6,2,170.9,83.5,82.2,95.5,1,177.6,86.6,88.2,102.2,0
1621,Jeans,Nike,"[32, 28, 36, 40]",160.8,63.2,71.8,88.1,1,166.3,66.2,78.6,94.5,4,173.6,78.7,84.4,99.6,1,176.8,86.8,87.2,102.4,1
1622,Leggings,Dockers,"[40, 32, 36]",161.5,59.7,74.7,89.3,0,167.3,73.7,75.9,91.4,3,174.0,81.9,82.4,99.4,3,175.9,87.7,89.9,100.4,1
1623,Shorts,Zara,"[36, 40, 28]",162.0,59.0,73.4,86.2,3,167.2,69.8,78.4,93.3,1,173.4,75.5,82.6,99.5,4,179.2,88.7,87.0,104.7,4
1624,Skirts,Levi's,"[32, 36, 28, 40]",163.7,64.6,70.9,87.3,4,167.6,67.3,75.9,93.5,3,170.7,79.3,81.3,95.5,2,177.5,88.9,86.1,101.5,4
1625,Skirts,Lululemon,"[28, 40, 32]",164.8,58.7,70.7,87.9,2,169.2,66.7,80.0,91.4,2,173.0,76.7,83.3,95.4,0,175.5,90.0,89.9,103.3,4
1626,Skirts,Banana Republic,"[40, 32]",164.6,63.1,70.9,88.2,4,168.9,73.4,79.8,91.5,0,173.7,84.4,80.1,95.3,3,175.4,94.3,86.5,101.8,3
1627,Leggings,Lululemon,"[40, 28]",162.4,55.7,73.5,89.9,3,169.4,72.2,75.5,93.5,0,170.7,82.9,84.8,99.8,4,176.9,94.9,88.1,101.6,2
1628,Jeans,Pepe Jeans,"[36, 40, 28]",162.3,55.6,72.9,89.2,0,167.9,72.2,78.3,90.9,3,170.3,76.4,82.5,98.3,1,179.5,85.2,89.1,103.6,4
1629,Jeans,H&M,"[28, 32]",160.6,59.4,72.3,85.3,0,168.1,65.9,79.5,94.3,3,171.3,79.0,80.3,95.9,1,177.5,89.9,85.0,102.1,4
1630,Trousers,Pepe Jeans,"[28, 40, 36, 32]",164.9,60.9,71.3,85.8,3,167.2,71.2,75.4,91.1,4,170.5,75.8,82.8,99.6,1,175.7,92.5,86.4,103.1,0
1631,Trousers,Pepe Jeans,"[28, 36, 32]",163.8,61.1,74.5,88.3,2,168.6,73.7,75.6,91.8,3,170.7,82.5,82.6,97.2,4,176.2,85.7,87.7,101.4,2
1632,Trousers,H&M,"[32, 28, 40, 36]",164.2,55.4,71.1,86.2,3,166.0,72.7,76.7,91.3,0,171.0,76.9,81.2,98.9,4,175.2,94.4,87.3,101.3,1
1633,Leggings,Banana Republic,"[36, 28, 32]",161.2,62.0,71.4,85.8,0,167.4,66.2,75.5,91.2,3,172.7,83.0,81.0,98.2,2,179.2,94.4,85.4,101.0,3
1634,Shorts,Zara,"[40, 36, 32, 28]",162.0,56.3,70.3,88.3,0,168.6,74.5,79.4,94.9,1,170.8,75.7,81.4,98.2,0,179.7,87.1,87.2,101.5,1
1635,Jeans,ASOS,"[32, 40, 28]",160.5,64.6,71.4,87.7,4,168.9,65.7,79.4,91.3,1,173.0,80.7,80.6,97.2,1,175.4,92.9,85.5,100.3,0
1636,Trousers,H&M,"[40, 36, 28]",164.7,58.3,74.6,89.0,2,166.2,70.6,79.7,92.9,0,171.5,81.1,82.7,97.0,2,175.9,90.8,86.2,100.4,3
1637,Leggings,H&M,"[32, 28]",161.4,57.6,70.9,86.6,2,165.9,74.5,76.0,93.7,3,171.6,78.3,84.4,95.8,4,175.9,85.3,88.7,104.3,4
1638,Leggings,Nike,"[28, 32, 40, 36]",163.0,57.9,71.0,86.6,0,166.4,73.2,75.2,90.2,3,174.8,76.6,84.6,95.4,2,179.0,88.0,85.9,101.4,2
1639,Trousers,Nike,"[36, 40, 28, 32]",160.8,64.4,73.0,85.8,3,169.6,71.8,77.2,94.4,3,174.0,78.2,84.8,99.6,1,179.2,87.6,88.3,102.7,2
1640,Skirts,Dockers,"[40, 36, 28, 32]",164.0,59.8,72.8,88.3,0,165.6,73.6,79.4,90.8,1,172.1,80.0,83.0,99.7,0,177.1,93.8,89.9,102.5,4
1641,Skirts,Zara,"[28, 36]",160.9,59.3,70.9,88.5,4,169.8,71.7,78.2,92.9,0,172.2,84.7,83.1,98.2,2,179.8,94.0,86.2,103.2,1
1642,Skirts,ASOS,"[36, 28, 40, 32]",164.0,60.7,70.8,85.7,3,170.0,65.5,80.0,93.2,4,170.6,79.5,81.6,96.9,4,176.3,85.3,86.3,103.2,1
